,info,infoHeilights,course,yearlyPkgAvg,rank,cutoff
"Chetana College of Media and Performing Arts, Thrissur",None,,"{'Bachelor of Film and Television Production': {'duration': '3 Years', 'fees': None}, 'Bachelor of Visual Communication': {'duration': '3 Years', 'fees': None}, 'BMCJ': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Vivekananda Institute of Professional Studies, Delhi",None,,"{'BA LLB Integrated': {'duration': '5 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': None}, 'B.Com Hons': {'duration': '3 Years', 'fees': None}, 'BBA LLB Integrated': {'duration': '5 Years', 'fees': None}, 'BCA': {'duration': '3 Years', 'fees': None}, 'BJMC': {'duration': '3 Years', 'fees': None}, 'BA Economics Hons': {'duration': '3 Years', 'fees': None}, 'BCA II Shift': {'duration': '3 Years', 'fees': None}, 'BJMC II Shift': {'duration': '3 Years', 'fees': None}, 'MCA': {'duration': '3 Years', 'fees': None}, 'BBA Banking and Insurance': {'duration': '3 Years', 'fees': None}, 'BBA II Shift': {'duration': '3 Years', 'fees': None}, 'LLM Corporate Law': {'duration': None, 'fees': None}, 'LLM Alternative Dispute Resolution': {'duration': None, 'fees': None}, 'BA English Hons': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Mithibai College of Arts, Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics, Mumbai","Mithibai College of Arts, Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics, Mumbai was established in the year 1961 by Shri Vile Parle Kelavani Mandal (SVKM). The institute is also known as Mithibai College. The college is a flagship institute of Shri Vile Parle Kelavani Mandal (SVKM). In the year 2018-19, Mithibai College was granted Autonomous status and it is affiliated to Mumbai University. Mithibai College of Arts, Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics, Mumbai offers admission in class eleven and twelve along with various undergraduate and postgraduate courses in the field of Arts and Commerce. ",,"{'BMS': {'duration': '3 Years', 'fees': '51.87 K'}, 'B.Com Accounting and Finance': {'duration': '3 Years', 'fees': '52.77 K'}, 'B.Com Banking and Insurance': {'duration': '3 Years', 'fees': '55.77 K'}, 'B.Com Financial Martkets': {'duration': '3 Years', 'fees': '52.77 K'}, 'BMM': {'duration': '3 Years', 'fees': '52.47 K'}, 'M.Com Accountancy Self Finance': {'duration': '2 Years', 'fees': '24.71 K'}, 'M.Com Business Management Self Finance': {'duration': '2 Years', 'fees': '24.71 K'}, 'MA Economics Self Finance': {'duration': '2 Years', 'fees': '24.88 K'}, 'MA English Self Finance': {'duration': '2 Years', 'fees': '19.26 K'}, 'MA Psychology Self Finance': {'duration': '2 Years', 'fees': '19.66 K'}, 'M.Sc Analytical Chemistry Self Finance': {'duration': '2 Years', 'fees': '71.27 K'}, 'M.Sc Biotechnology Self Finance': {'duration': '2 Years', 'fees': '83.27 K'}, 'M.Sc Computer Science Self Finance': {'duration': '2 Years', 'fees': '72.27 K'}, 'M.Sc Mathematics Self Finance': {'duration': '2 Years', 'fees': '50.27 K'}, 'M.Sc Statistics Self Finance': {'duration': '2 Years', 'fees': '51.27 K'}, 'M.Sc Biochemistry Self Finance': {'duration': '2 Years', 'fees': '72.24 K'}, 'B.Com': {'duration': '3 Years', 'fees': '16.17 K'}, 'B.Sc-Biochemistry, Chemistry and Botany': {'duration': '3 Years', 'fees': '44.37 K'}, 'B.Sc-Biochemistry, Chemistry and Zoology': {'duration': '3 Years', 'fees': '44.37 K'}, 'B.Sc-Biotechnology, Chemistry and Botany': {'duration': '3 Years', 'fees': '85.47 K'}, 'B.Sc-Biotechnology, Chemistry and Zoology': {'duration': '3 Years', 'fees': '85.47 K'}, 'B.Sc-Chemistry, Botany and Zoology': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Chemistry, Microbiology and Botany': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Chemistry, Microbiology and Zoology': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Chemistry, Physics and Botany': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Chemistry, Physics and Mathematics': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Chemistry, Physics and Zoology': {'duration': '3 Years', 'fees': '19.77 K'}, 'B.Sc-Computer Science, Mathematics and Physics': {'duration': '3 Years', 'fees': '85.47 K'}, 'B.Sc-Computer Science, Mathematics and Statistics': {'duration': '3 Years', 'fees': '85.47 K'}, 'B.Sc-Mathematics, Statistics and Physics': {'duration': '3 Years', 'fees': '19.77 K'}}","{'averagePackage': {'B.M.S': {'2019': '450000', '2018': '700000'}, 'M.A.': {'2019': '450000', '2018': '700000'}}, 'topRecruiters': {0: 'Tech Mahindra', 1: 'Deutsche Bank', 2: 'Nokia', 3: 'Citigroup', 4: 'PWC', 5: 'Google', 6: 'KPMG', 7: 'Capegemini'}}",{},
"Pillai College of Arts, Commerce and Science, New Panvel",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Accounting and Finance': {'duration': '3 Years', 'fees': None}, 'B.Com Financial Markets': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': None}, 'BMM': {'duration': '3 Years', 'fees': None}, 'BMS': {'duration': '3 Years', 'fees': None}, 'M.Com Advance Accountancy': {'duration': '2 Years', 'fees': None}, 'B.Sc Biotechnology': {'duration': '3 Years', 'fees': None}, 'M.Sc Biotechnology': {'duration': '2 Years', 'fees': None}, 'M.Sc Information Technology': {'duration': '2 Years', 'fees': None}, 'Ph.D Business Economics': {'duration': '6 Years', 'fees': None}, 'Ph.D Accountancy': {'duration': '6 Years', 'fees': None}, 'Ph.D Business Policy and Administration': {'duration': '6 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Jeevandeep Shaikshnik Santha Arts Commerce and Science College, Goveli",None,,"{'BA': {'duration': '3 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Sc': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': None}, 'M.Com': {'duration': '2 Years', 'fees': None}, 'B.Com Account and Finance': {'duration': '3 Years', 'fees': None}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': None}, 'BMM': {'duration': '3 Years', 'fees': None}, 'BMS': {'duration': '3 Years', 'fees': None}, 'MA Economics': {'duration': '2 Years', 'fees': None}, 'MA Geography': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}, 'MA Marathi': {'duration': '2 Years', 'fees': None}, 'MA Sociology': {'duration': '2 Years', 'fees': None}, 'M.Sc Chemistry': {'duration': '2 Years', 'fees': None}, 'B.Sc Chemistry': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"University School of Mass Communication, New Delhi",None,,"{'MMC': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Viva College, Virar","Viva College, Virar was established in the year 2000 and was named Viva College of Arts, Commerce and Science. Currently, the college is named Late Shri Vishnu Waman Thakur Charitable Trust’s Bhaskar Waman Thakur College of Science, Yashvant Keshav Patil College of Commerce, Vidhya Dayanand Patil College of Arts. Viva College offers undergraduate (BA, B.Com, B.Sc, BHM, BMM) and postgraduate (MA, M.Sc, M.Com) courses in various areas. Viva College is affiliated to the University of Mumbai.",,"{'B.Com': {'duration': '3 Years', 'fees': '23.70 K'}, 'B.Sc Biochemistry': {'duration': '3 Years', 'fees': '50.70 K'}, 'M.Sc Environmental Sciences': {'duration': '2 Years', 'fees': '86.81 K'}, 'M.Sc Information Technology': {'duration': '2 Years', 'fees': '75.81 K'}, 'B.Com Accounts and Finance': {'duration': '3 Years', 'fees': '52.60 K'}, 'B.Com Banking and Insurance': {'duration': '3 Years', 'fees': '54.10 K'}, 'B.Com Financial Management': {'duration': '3 Years', 'fees': None}, 'B.Com Financial Market': {'duration': '3 Years', 'fees': '50.20 K'}, 'B.Com Investment Management': {'duration': '3 Years', 'fees': None}, 'B.Sc Biotechnology': {'duration': '3 Years', 'fees': '90.11 K'}, 'B.Sc Botany': {'duration': '3 Years', 'fees': '34.80 K'}, 'B.Sc Chemistry': {'duration': '3 Years', 'fees': '34.80 K'}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': '88.61 K'}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': '70.41 K'}, 'B.Sc Mathematics': {'duration': '3 Years', 'fees': '34.80 K'}, 'B.Sc Physics': {'duration': '3 Years', 'fees': '34.80 K'}, 'B.Sc Zoology': {'duration': '3 Years', 'fees': '34.80 K'}, 'BA Culinary Arts': {'duration': '3 Years', 'fees': '5.11 Lakhs'}, 'BA Economics': {'duration': '3 Years', 'fees': '22.91 K'}, 'BA Film, Television and New Media Production': {'duration': '3 Years', 'fees': None}, 'BA History': {'duration': '3 Years', 'fees': '22.91 K'}, 'BA Political Science': {'duration': '3 Years', 'fees': '22.91 K'}, 'Bachelor of Hotel and Tourism Management Studies': {'duration': '3 Years', 'fees': None}, 'BMM': {'duration': '3 Years', 'fees': '52.20 K'}, 'BMS': {'duration': '3 Years', 'fees': '53.20 K'}, 'M.Com Accountancy': {'duration': '2 Years', 'fees': '30.82 K'}, 'M.Com Banking': {'duration': '2 Years', 'fees': '30.82 K'}, 'M.Com E-Commerce': {'duration': '2 Years', 'fees': '30.82 K'}, 'M.Sc Bioanalytical': {'duration': '2 Years', 'fees': '98.90 K'}, 'M.Sc Biotechnology': {'duration': '2 Years', 'fees': '86.81 K'}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Maharaja Sayajirao University of Baroda, Vadodara","Maharaja Sayajirao University of Baroda was established by Sir Pratapsinghrao Gaekwad in the year 1949. Maharaja Sayajirao University of Baroda Vadodara was earlier known as Baroda College which came into existence in the year 1881. The University imparts education to more than 35,000 students and has a strength of more than 1200 faculty members and 1500 administrative staff. The University is approved by the University Grants Commission (UGC). MSU offers undergraduate, postgraduate, diploma and doctoral programmes related to several disciplines. The University also offers admissions to programmes based on the scores of the entrance test and aptitude test conducted by them.",,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Sc Family and Community Sciences': {'duration': '3 Years', 'fees': None}, 'MBBS': {'duration': '5.5 Years', 'fees': '13.50 Lakhs'}, 'PGD Taxation Law': {'duration': None, 'fees': '12.26 K'}, 'B.Sc Mathematics Hons Higher Payment': {'duration': '3 Years', 'fees': '1.16 Lakhs'}, 'LLB': {'duration': '3 Years', 'fees': '12.30 K'}, 'B.Com Hons': {'duration': '3 Years', 'fees': None}, 'BBA': {'duration': '3 Years', 'fees': '82.26 K'}, 'M.Com Banking and Insurance': {'duration': '2 Years', 'fees': '15.12 K'}, 'PGD Labour Practice': {'duration': None, 'fees': '12.26 K'}, 'Diploma in Mechanical Engineering': {'duration': '3 Years', 'fees': '20.88 K'}, 'BA LLB Hons': {'duration': '5 Years', 'fees': '1.83 Lakhs'}, 'Diploma in Electrical Engineering': {'duration': '3 Years', 'fees': '20.88 K'}, 'Diploma in German': {'duration': None, 'fees': None}, 'MA Hindi': {'duration': '2 Years', 'fees': '8.36 K'}, 'Post Diploma in German': {'duration': None, 'fees': None}, 'BA Archaeology and Ancient History': {'duration': '3 Years', 'fees': None}, 'BA Economics Hons': {'duration': '3 Years', 'fees': None}, 'BA English Hons': {'duration': '3 Years', 'fees': None}, 'BA French Hons': {'duration': '3 Years', 'fees': None}, 'BA Geography Hons': {'duration': '3 Years', 'fees': None}, 'BA German Hons': {'duration': '3 Years', 'fees': None}, 'BA Gujarati Hons': {'duration': '3 Years', 'fees': '7.74 K'}, 'BA Hindi Hons': {'duration': '3 Years', 'fees': None}, 'BA History Hons': {'duration': '3 Years', 'fees': None}, 'BA Linguistics Hons': {'duration': '3 Years', 'fees': None}, 'BA Marathi Hons': {'duration': '3 Years', 'fees': None}, 'BA Persian Hons': {'duration': '3 Years', 'fees': None}, 'BA Philosophy Hons': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {'B.Pharma': {'2019': '1010000', '2018': '240000', '2017': '190000'}, 'M.Pharma': {'2019': '300000', '2018': '260000', '2017': '260000'}, 'B.E /B.Tech': {'2019': '310000', '2018': '320000'}, 'M.E /M.Tech.': {'2019': '360000', '2018': '360000'}, 'M.C.A.': {'2018': '450000', '2017': '320000'}}, 'topRecruiters': {}}",{},
"Manipal University, Jaipur","Manipal University is a self-financed state university located in Jaipur. The university was established in the year 2011. The university offers various courses like engineering, hotel management, computer application and various programmes for science, arts, and commerce. The university has been recognised by the University Grant Commission (UGC) and has been approved by the All India Council of Technical Education ( AICTE). MUJ Courses include B.Tech/B Des - Fashion Design/BFA – Applied Arts/B Des - Interior Design/B.Sc (Hons) and BCA/BA, BPES and BALLB/B.Arch/BHM/BBA/B.Com/M.Sc and MCA/MBA and PhD. Candidates desirous to know more about MUJ, its location, accreditation, etc can refer the further part of the article.",,"{'B.Tech Computer Science and Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Computer and Communication Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Electronics and Communication Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Information Technology': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Mechanical Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'BA LLB Hons': {'duration': '5 Years', 'fees': '8.45 Lakhs'}, 'LLB': {'duration': '3 Years', 'fees': '2.52 Lakhs'}, 'B.Tech Civil Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Electrical and Electronics Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Mechatronics Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Automobile Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Chemical Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Arch': {'duration': '5 Years', 'fees': '15.30 Lakhs'}, 'B.Com': {'duration': '3 Years', 'fees': '2.12 Lakhs'}, 'B.Com Accounting Hons': {'duration': '3 Years', 'fees': '2.12 Lakhs'}, 'B.Des Fashion Design': {'duration': '4 Years', 'fees': '6.42 Lakhs'}, 'B.Des Interior Design': {'duration': '4 Years', 'fees': '6.42 Lakhs'}, 'B.Sc Biotechnology Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Sc Chemistry Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Sc Mathematics Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Sc Microbiology Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Sc Physics Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Sc Psychology Hons': {'duration': '3 Years', 'fees': '2.50 Lakhs'}, 'B.Tech Automobile Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}, 'B.Tech Chemical Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}, 'B.Tech Civil Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}, 'B.Tech Computer and Communication Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}, 'B.Tech Computer Science and Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}, 'B.Tech Data Science and Engineering': {'duration': '4 Years', 'fees': '11.86 Lakhs'}, 'B.Tech Electrical Engineering Lateral Entry': {'duration': '3 Years', 'fees': '4.12 Lakhs'}}","{'averagePackage': {}, 'topRecruiters': {0: 'Amazon', 1: 'American Express', 2: 'Birlasoft', 3: 'BristleCone (Mahindra Group)', 4: 'Dell, Ericsson', 5: 'Goldman Sachs', 6: 'HPE India', 7: 'L&T, Microsoft', 8: 'National Instruments', 9: 'Philips, Synopsys', 10: 'Tata Power', 11: 'UltraTech Cement', 12: 'Uno Minda', 13: 'Wipro', 14: 'Yamaha'}}",{},
"Kishinchand Chellaram College, Mumbai","Kishinchand Chellaram College of Arts, Science and Commerce, Mumbai was established by the Hyderabad (Sind) National Collegiate Board in the year 1954. The institution is also known as KC College. The University of Mumbai has awarded KC College with permanent affiliation. Kishinchand Chellaram College of Arts, Science and Commerce, Mumbai offers undergraduate, postgraduate and doctoral programmes to the students.",,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Accounting and Finance': {'duration': '3 Years', 'fees': '54.21 K'}, 'B.Com Banking Insurance': {'duration': '3 Years', 'fees': '57.21 K'}, 'B.Com Financial Accounting and Auditing': {'duration': '3 Years', 'fees': '16.11 K'}, 'B.Com Financial Markets': {'duration': '3 Years', 'fees': '54.21 K'}, 'B.Sc': {'duration': '3 Years', 'fees': '19.71 K'}, 'B.Sc Biotechnology Self Financed': {'duration': '3 Years', 'fees': '85.11 K'}, 'B.Sc Computer Science Self Financed': {'duration': '3 Years', 'fees': '85.11 K'}, 'B.Sc Information Technology Self Financed': {'duration': '3 Years', 'fees': '72.51 K'}, 'B.Sc Yoga': {'duration': '3 Years', 'fees': None}, 'B.Sc Yoga Hons': {'duration': '3 Years', 'fees': None}, 'B.Voc Retail Management': {'duration': '3 Years', 'fees': None}, 'B.Voc Tourism and Hospitality Management': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': '16.11 K'}, 'BA Fine Arts and Performing Arts': {'duration': '3 Years', 'fees': None}, 'BA-Film TV, New Media and Production Self Finance': {'duration': '3 Years', 'fees': '1.97 Lakhs'}, 'BMM Self Financed': {'duration': '3 Years', 'fees': '57.21 K'}, 'BMS': {'duration': '3 Years', 'fees': '53.46 K'}, 'M.Com Advanced Accountancy': {'duration': '2 Years', 'fees': None}, 'M.Sc Analytical Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc by Research Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc by Research Microbiology': {'duration': '2 Years', 'fees': None}, 'M.Sc by Research Nuclear Radiochemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc by Research Organic Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc Computer Science': {'duration': '2 Years', 'fees': None}, 'M.Sc Information Technology': {'duration': '2 Years', 'fees': None}, 'M.Sc Inorganic Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc Microbiology': {'duration': '2 Years', 'fees': None}, 'M.Sc Organic Chemistry': {'duration': '2 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Nagindas Khandwala College, Mumbai",None,,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'BA': {'duration': '3 Years', 'fees': None}, 'M.Com Accounting': {'duration': '2 Years', 'fees': None}, 'M.Com Management': {'duration': '2 Years', 'fees': None}, 'B.Com Accounting and Finance': {'duration': '3 Years', 'fees': None}, 'B.Com Actuarial Studies Hons': {'duration': '3 Years', 'fees': None}, 'B.Com Banking and Insurance': {'duration': '3 Years', 'fees': None}, 'B.Com International Accounting Hons': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science': {'duration': '3 Years', 'fees': None}, 'B.Sc Information Technology': {'duration': '3 Years', 'fees': None}, 'BA Apparel Design and Construction Hons': {'duration': '3 Years', 'fees': None}, 'BFM': {'duration': '3 Years', 'fees': None}, 'BMM': {'duration': '3 Years', 'fees': None}, 'BMS': {'duration': '3 Years', 'fees': None}, 'BMS Sports Management': {'duration': '3 Years', 'fees': None}, 'M.Sc Information Technology': {'duration': '2 Years', 'fees': None}, 'MA Economics': {'duration': '2 Years', 'fees': None}, 'MA Geography': {'duration': '2 Years', 'fees': None}, 'MA Psychology': {'duration': '2 Years', 'fees': None}, 'MSM': {'duration': '2 Years', 'fees': None}, 'Ph.D Banking and Finance': {'duration': '6 Years', 'fees': None}, 'Ph.D Business Management': {'duration': '6 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
"Loyola College, Chennai","Loyola College is a catholic minority institution which was established in 1925 which was formed with the objective of imparting education to students in a Christian environment. Loyola College is affiliated to the University of Madras. The college received recognition from the Scientific and Industrial Research Organisation in 2010 by the Department of Scientific and Industrial Research, Government of India. The institute offers UG, PG and doctoral programmes related to various disciplines. The institute offers admission to UG programmes based on the interview conducted by the authority while admission to PG programmes is done through an entrance test and admission to doctoral programmes are done through a written test followed by an interview.",,"{'B.Com': {'duration': '3 Years', 'fees': None}, 'B.Com Corporate Secretaryship II Shift': {'duration': '3 Years', 'fees': None}, 'B.Com Hons II Shift': {'duration': '3 Years', 'fees': None}, 'B.Com II Shift': {'duration': '3 Years', 'fees': None}, 'B.Sc Advanced Zoology and Biotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Chemistry': {'duration': '3 Years', 'fees': None}, 'B.Sc Chemistry II Shift': {'duration': '3 Years', 'fees': None}, 'B.Sc Computer Science II Shift': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics': {'duration': '3 Years', 'fees': None}, 'B.Sc Mathematics II Shift': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics': {'duration': '3 Years', 'fees': None}, 'B.Sc Physics II Shift': {'duration': '3 Years', 'fees': None}, 'B.Sc Plant Biology and Plant Biotechnology': {'duration': '3 Years', 'fees': None}, 'B.Sc Statistics': {'duration': '3 Years', 'fees': None}, 'B.Sc Visual Communication': {'duration': '3 Years', 'fees': None}, 'B.Sc Visual Communication II Shift': {'duration': '3 Years', 'fees': None}, 'B.Voc Digital Journalism': {'duration': '3 Years', 'fees': None}, 'B.Voc Three-D Animation': {'duration': '3 Years', 'fees': None}, 'BA Economics': {'duration': '3 Years', 'fees': None}, 'BA Economics II Shift': {'duration': '3 Years', 'fees': None}, 'BA English Literature': {'duration': '3 Years', 'fees': None}, 'BA English Literature II Shift': {'duration': '3 Years', 'fees': None}, 'BA French Literature II Shift': {'duration': '3 Years', 'fees': None}, 'BA History': {'duration': '3 Years', 'fees': None}, 'BA History II Shift': {'duration': '3 Years', 'fees': None}, 'BA Sociology': {'duration': '3 Years', 'fees': None}, 'BA Tamil Literature': {'duration': '3 Years', 'fees': None}, 'BBA II Shift': {'duration': '3 Years', 'fees': None}, 'BCA II Shift': {'duration': '3 Years', 'fees': None}, 'BMM Multimedia and Animation II Shift': {'duration': '3 Years', 'fees': None}}","{'averagePackage': {'B.B.A': {'2019': '300000', '2018': '300000', '2017': '222000'}, 'M.A.': {'2019': '350000', '2018': '350000', '2017': '300000'}, 'M.C.A.': {'2019': '325000', '2018': '325000', '2017': '210000'}}, 'topRecruiters': {}}",{'Degree Colleges': '6th'},
"BK Birla College of Arts Science and Commerce, Kalyan","BK Birla College of Arts Science and Commerce (BK Birla College), Kalyan was established in the year 1972 by the Kalyan Citizens’ Education Society. The college spreads over 20 acres of land. BK Birla College was declared as an autonomous college by the University Grants Commission (UGC). The college offers HSC vocational, undergraduate (BA, B.Com, B.Sc., BMS), postgraduate (MA, M.Com, M.Sc) and doctoral (Ph.D) courses in various areas. BK Birla College is affiliated to the University of Mumbai. ",,"{'BMS Self Financed': {'duration': '3 Years', 'fees': '42.31 K'}, 'B.Com Accounting and Finance Self Financed': {'duration': '3 Years', 'fees': '44.82 K'}, 'B.Sc Information Technology Self Financed': {'duration': '3 Years', 'fees': '66.81 K'}, 'B.Sc Computer Science Self Financed': {'duration': '3 Years', 'fees': '75.13 K'}, 'B.Com Banking and Insurance Self Financed': {'duration': '3 Years', 'fees': '46.82 K'}, 'B.Com Financial Management Self Financed': {'duration': '3 Years', 'fees': '42.87 K'}, 'Bachelor of Mass Media Self Financed': {'duration': '3 Years', 'fees': '48.13 K'}, 'M.Com E-Commerce Self Financed': {'duration': '2 Years', 'fees': None}, 'M.Sc Computer Science Self Financed': {'duration': '2 Years', 'fees': None}, 'B.Sc Biotechnology Self Financed': {'duration': '3 Years', 'fees': '75.13 K'}, 'PG Diploma in Medical Lab Technology Self Financed': {'duration': '2 Years', 'fees': None}, 'M.Sc Biotechnology Self Financed': {'duration': '2 Years', 'fees': None}, 'M.Sc Environmental Science Self Financed': {'duration': '2 Years', 'fees': None}, 'M.Sc Information Technology Self Financed': {'duration': '2 Years', 'fees': None}, 'M.Sc Bioanalytical Science Self Financed': {'duration': '2 Years', 'fees': None}, 'B.Com': {'duration': '3 Years', 'fees': '12.27 K'}, 'B.Sc': {'duration': '3 Years', 'fees': '13.87 K'}, 'BA': {'duration': '3 Years', 'fees': '11.47 K'}, 'M.Com Advanced Accounting and Auditing': {'duration': '2 Years', 'fees': None}, 'M.Sc Botany': {'duration': '2 Years', 'fees': None}, 'M.Sc Chemistry': {'duration': '2 Years', 'fees': None}, 'M.Sc Microbiology': {'duration': '2 Years', 'fees': None}, 'M.Sc Physics': {'duration': '2 Years', 'fees': None}, 'M.Sc Zoology': {'duration': '2 Years', 'fees': None}, 'MA Business Economics': {'duration': '2 Years', 'fees': None}, 'MA Hindi': {'duration': '2 Years', 'fees': None}, 'MA History': {'duration': '2 Years', 'fees': None}, 'MA Marathi': {'duration': '2 Years', 'fees': None}, 'MA Political Science': {'duration': '2 Years', 'fees': None}, 'Ph.D Biotechnology': {'duration': '6 Years', 'fees': None}}","{'averagePackage': {}, 'topRecruiters': {}}",{},
